compartment_no,position_cm,speed_cm_s,motor_current_a,sensor_distance_cm,weight_kg,state,actual_condition,event_type
2,19.257,0.0,0.7,0.5,0.177,FAULT,obstruction,OBSTRUCTION_FAULT
2,39.876,0.25,0.715,41.876,0.186,MOVING_DOWN,normal,TICK
2,39.826,0.5,0.715,41.826,0.186,MOVING_DOWN,normal,TICK
2,39.751,0.75,0.715,41.751,0.186,MOVING_DOWN,normal,TICK
2,39.651,1.0,0.715,41.651,0.186,MOVING_DOWN,normal,TICK
2,39.526,1.25,0.715,41.526,0.186,MOVING_DOWN,normal,TICK
2,39.376,1.5,0.715,41.376,0.186,MOVING_DOWN,normal,TICK
2,39.376,1.5,0.715,41.376,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
2,39.376,0.7,1.215,41.376,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,39.376,0.0,1.715,41.376,2.0,FAULT,overload,OVERLOAD_RESPONSE
2,39.376,0.0,1.215,41.376,2.0,FAULT,overload,OVERLOAD_FAULT
2,39.376,0.0,0.715,41.376,2.0,FAULT,overload,OVERLOAD_FAULT
2,39.376,0.0,0.215,41.376,2.0,FAULT,overload,OVERLOAD_FAULT
2,39.376,0.0,0.1,41.376,2.0,FAULT,overload,OVERLOAD_FAULT
2,39.376,0.0,0.1,41.376,2.0,FAULT,overload,OVERLOAD_FAULT
1,22.136,0.25,0.776,24.136,0.36,MOVING_DOWN,normal,TICK
1,22.086,0.5,0.776,24.086,0.36,MOVING_DOWN,normal,TICK
1,22.011,0.75,0.776,24.011,0.36,MOVING_DOWN,normal,TICK
1,21.911,1.0,0.776,23.911,0.36,MOVING_DOWN,normal,TICK
1,21.786,1.25,0.776,23.786,0.36,MOVING_DOWN,normal,TICK
1,21.636,1.5,0.776,23.636,0.36,MOVING_DOWN,normal,TICK
1,21.461,1.75,0.776,23.461,0.36,MOVING_DOWN,normal,TICK
1,21.261,2.0,0.776,23.261,0.36,MOVING_DOWN,normal,TICK
1,21.036,2.25,0.776,23.036,0.36,MOVING_DOWN,normal,TICK
1,20.786,2.5,0.776,22.786,0.36,MOVING_DOWN,normal,TICK
1,20.511,2.75,0.776,22.511,0.36,MOVING_DOWN,normal,TICK
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOP
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOPPED
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOPPED
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOPPED
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOPPED
1,20.511,0.0,0.1,22.511,0.36,STOPPED,manual_stop,MANUAL_STOPPED
2,37.362,0.25,0.767,39.362,0.334,MOVING_DOWN,normal,TICK
2,37.312,0.5,0.767,39.312,0.334,MOVING_DOWN,normal,TICK
2,37.237,0.75,0.767,39.237,0.334,MOVING_DOWN,normal,TICK
2,37.137,1.0,0.767,39.137,0.334,MOVING_DOWN,normal,TICK
2,37.012,1.25,0.767,39.012,0.334,MOVING_DOWN,normal,TICK
2,36.862,1.5,0.767,38.862,0.334,MOVING_DOWN,normal,TICK
2,36.687,1.75,0.767,38.687,0.334,MOVING_DOWN,normal,TICK
2,36.487,2.0,0.767,38.487,0.334,MOVING_DOWN,normal,TICK
2,36.262,2.25,0.767,38.262,0.334,MOVING_DOWN,normal,TICK
2,36.012,2.5,0.767,38.012,0.334,MOVING_DOWN,normal,TICK
2,35.737,2.75,0.767,37.737,0.334,MOVING_DOWN,normal,TICK
2,35.437,3.0,0.767,37.437,0.334,MOVING_DOWN,normal,TICK
2,35.112,3.25,0.767,37.112,0.334,MOVING_DOWN,normal,TICK
2,34.762,3.5,0.767,36.762,0.334,MOVING_DOWN,normal,TICK
2,34.387,3.75,0.767,36.387,0.334,MOVING_DOWN,normal,TICK
2,33.987,4.0,0.767,35.987,0.334,MOVING_DOWN,normal,TICK
2,33.562,4.25,0.767,35.562,0.334,MOVING_DOWN,normal,TICK
2,33.112,4.5,0.767,35.112,0.334,MOVING_DOWN,normal,TICK
2,32.637,4.75,0.767,34.637,0.334,MOVING_DOWN,normal,TICK
2,32.637,4.75,0.767,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
2,32.637,3.95,1.267,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,32.637,3.15,1.767,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,32.637,2.35,2.267,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,32.637,1.55,2.767,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,32.637,0.75,3.2,0.5,0.334,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,32.637,0.0,3.2,0.5,0.334,FAULT,obstruction,OBSTRUCTION_RESPONSE
2,32.637,0.0,2.7,0.5,0.334,FAULT,obstruction,OBSTRUCTION_FAULT
2,32.637,0.0,2.2,0.5,0.334,FAULT,obstruction,OBSTRUCTION_FAULT
2,32.637,0.0,1.7,0.5,0.334,FAULT,obstruction,OBSTRUCTION_FAULT
2,32.637,0.0,1.2,0.5,0.334,FAULT,obstruction,OBSTRUCTION_FAULT
2,32.637,0.0,0.7,0.5,0.334,FAULT,obstruction,OBSTRUCTION_FAULT
1,21.708,0.25,0.888,23.708,0.679,MOVING_DOWN,normal,TICK
1,21.658,0.5,0.888,23.658,0.679,MOVING_DOWN,normal,TICK
1,21.583,0.75,0.888,23.583,0.679,MOVING_DOWN,normal,TICK
1,21.483,1.0,0.888,23.483,0.679,MOVING_DOWN,normal,TICK
1,21.358,1.25,0.888,23.358,0.679,MOVING_DOWN,normal,TICK
1,21.208,1.5,0.888,23.208,0.679,MOVING_DOWN,normal,TICK
1,21.033,1.75,0.888,23.033,0.679,MOVING_DOWN,normal,TICK
1,20.833,2.0,0.888,22.833,0.679,MOVING_DOWN,normal,TICK
1,20.608,2.25,0.888,22.608,0.679,MOVING_DOWN,normal,TICK
1,20.358,2.5,0.888,22.358,0.679,MOVING_DOWN,normal,TICK
1,20.083,2.75,0.888,22.083,0.679,MOVING_DOWN,normal,TICK
1,19.783,3.0,0.888,21.783,0.679,MOVING_DOWN,normal,TICK
1,19.458,3.25,0.888,21.458,0.679,MOVING_DOWN,normal,TICK
1,19.108,3.5,0.888,21.108,0.679,MOVING_DOWN,normal,TICK
1,18.733,3.75,0.888,20.733,0.679,MOVING_DOWN,normal,TICK
1,18.333,4.0,0.888,20.333,0.679,MOVING_DOWN,normal,TICK
1,17.908,4.25,0.888,19.908,0.679,MOVING_DOWN,normal,TICK
1,17.458,4.5,0.888,19.458,0.679,MOVING_DOWN,normal,TICK
1,16.983,4.75,0.888,18.983,0.679,MOVING_DOWN,normal,TICK
1,16.483,5.0,0.888,18.483,0.679,MOVING_DOWN,normal,TICK
1,15.958,5.25,0.888,17.958,0.679,MOVING_DOWN,normal,TICK
1,15.408,5.5,0.888,17.408,0.679,MOVING_DOWN,normal,TICK
1,15.408,5.5,0.888,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
1,15.408,4.7,1.388,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,3.9,1.888,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,3.1,2.388,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,2.3,2.888,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,1.5,3.2,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,0.7,3.2,0.5,0.679,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,15.408,0.0,3.2,0.5,0.679,FAULT,obstruction,OBSTRUCTION_RESPONSE
1,15.408,0.0,2.7,0.5,0.679,FAULT,obstruction,OBSTRUCTION_FAULT
1,15.408,0.0,2.2,0.5,0.679,FAULT,obstruction,OBSTRUCTION_FAULT
1,15.408,0.0,1.7,0.5,0.679,FAULT,obstruction,OBSTRUCTION_FAULT
1,15.408,0.0,1.2,0.5,0.679,FAULT,obstruction,OBSTRUCTION_FAULT
1,15.408,0.0,0.7,0.5,0.679,FAULT,obstruction,OBSTRUCTION_FAULT
3,27.011,0.25,0.901,29.011,0.718,MOVING_DOWN,normal,TICK
3,26.961,0.5,0.901,28.961,0.718,MOVING_DOWN,normal,TICK
3,26.886,0.75,0.901,28.886,0.718,MOVING_DOWN,normal,TICK
3,26.786,1.0,0.901,28.786,0.718,MOVING_DOWN,normal,TICK
3,26.661,1.25,0.901,28.661,0.718,MOVING_DOWN,normal,TICK
3,26.511,1.5,0.901,28.511,0.718,MOVING_DOWN,normal,TICK
3,26.336,1.75,0.901,28.336,0.718,MOVING_DOWN,normal,TICK
3,26.136,2.0,0.901,28.136,0.718,MOVING_DOWN,normal,TICK
3,25.911,2.25,0.901,27.911,0.718,MOVING_DOWN,normal,TICK
3,25.661,2.5,0.901,27.661,0.718,MOVING_DOWN,normal,TICK
3,25.386,2.75,0.901,27.386,0.718,MOVING_DOWN,normal,TICK
3,25.086,3.0,0.901,27.086,0.718,MOVING_DOWN,normal,TICK
3,24.761,3.25,0.901,26.761,0.718,MOVING_DOWN,normal,TICK
3,24.411,3.5,0.901,26.411,0.718,MOVING_DOWN,normal,TICK
3,24.036,3.75,0.901,26.036,0.718,MOVING_DOWN,normal,TICK
3,23.636,4.0,0.901,25.636,0.718,MOVING_DOWN,normal,TICK
3,23.211,4.25,0.901,25.211,0.718,MOVING_DOWN,normal,TICK
3,22.761,4.5,0.901,24.761,0.718,MOVING_DOWN,normal,TICK
3,22.286,4.75,0.901,24.286,0.718,MOVING_DOWN,normal,TICK
3,21.786,5.0,0.901,23.786,0.718,MOVING_DOWN,normal,TICK
3,21.786,5.0,0.901,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
3,21.786,4.2,1.401,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,3.4,1.901,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,2.6,2.4,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,1.8,2.4,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,1.0,2.4,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,0.2,2.4,23.786,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,21.786,0.0,2.4,23.786,2.0,FAULT,overload,OVERLOAD_RESPONSE
3,21.786,0.0,1.9,23.786,2.0,FAULT,overload,OVERLOAD_FAULT
3,21.786,0.0,1.4,23.786,2.0,FAULT,overload,OVERLOAD_FAULT
3,21.786,0.0,0.9,23.786,2.0,FAULT,overload,OVERLOAD_FAULT
3,21.786,0.0,0.4,23.786,2.0,FAULT,overload,OVERLOAD_FAULT
3,21.786,0.0,0.1,23.786,2.0,FAULT,overload,OVERLOAD_FAULT
2,40.571,0.25,0.689,42.571,0.11,MOVING_DOWN,normal,TICK
2,40.521,0.5,0.689,42.521,0.11,MOVING_DOWN,normal,TICK
2,40.446,0.75,0.689,42.446,0.11,MOVING_DOWN,normal,TICK
2,40.346,1.0,0.689,42.346,0.11,MOVING_DOWN,normal,TICK
2,40.221,1.25,0.689,42.221,0.11,MOVING_DOWN,normal,TICK
2,40.071,1.5,0.689,42.071,0.11,MOVING_DOWN,normal,TICK
2,39.896,1.75,0.689,41.896,0.11,MOVING_DOWN,normal,TICK
2,39.696,2.0,0.689,41.696,0.11,MOVING_DOWN,normal,TICK
2,39.471,2.25,0.689,41.471,0.11,MOVING_DOWN,normal,TICK
2,39.221,2.5,0.689,41.221,0.11,MOVING_DOWN,normal,TICK
2,38.946,2.75,0.689,40.946,0.11,MOVING_DOWN,normal,TICK
2,38.646,3.0,0.689,40.646,0.11,MOVING_DOWN,normal,TICK
2,38.321,3.25,0.689,40.321,0.11,MOVING_DOWN,normal,TICK
2,37.971,3.5,0.689,39.971,0.11,MOVING_DOWN,normal,TICK
2,37.596,3.75,0.689,39.596,0.11,MOVING_DOWN,normal,TICK
2,37.196,4.0,0.689,39.196,0.11,MOVING_DOWN,normal,TICK
2,36.771,4.25,0.689,38.771,0.11,MOVING_DOWN,normal,TICK
2,36.321,4.5,0.689,38.321,0.11,MOVING_DOWN,normal,TICK
2,35.846,4.75,0.689,37.846,0.11,MOVING_DOWN,normal,TICK
2,35.346,5.0,0.689,37.346,0.11,MOVING_DOWN,normal,TICK
2,34.821,5.25,0.689,36.821,0.11,MOVING_DOWN,normal,TICK
2,34.271,5.5,0.689,36.271,0.11,MOVING_DOWN,normal,TICK
2,33.696,5.75,0.689,35.696,0.11,MOVING_DOWN,normal,TICK
2,33.096,6.0,0.689,35.096,0.11,MOVING_DOWN,normal,TICK
2,32.471,6.25,0.689,34.471,0.11,MOVING_DOWN,normal,TICK
2,31.821,6.5,0.689,33.821,0.11,MOVING_DOWN,normal,TICK
2,31.146,6.75,0.689,33.146,0.11,MOVING_DOWN,normal,TICK
2,30.446,7.0,0.689,32.446,0.11,MOVING_DOWN,normal,TICK
2,29.746,7.0,0.689,31.746,0.11,MOVING_DOWN,normal,TICK
2,29.046,7.0,0.689,31.046,0.11,MOVING_DOWN,normal,TICK
2,28.346,7.0,0.689,30.346,0.11,MOVING_DOWN,normal,TICK
2,27.646,7.0,0.689,29.646,0.11,MOVING_DOWN,normal,TICK
2,26.946,7.0,0.689,28.946,0.11,MOVING_DOWN,normal,TICK
2,26.246,7.0,0.689,28.246,0.11,MOVING_DOWN,normal,TICK
2,25.546,7.0,0.689,27.546,0.11,MOVING_DOWN,normal,TICK
2,24.846,7.0,0.689,26.846,0.11,MOVING_DOWN,normal,TICK
2,24.146,7.0,0.689,26.146,0.11,MOVING_DOWN,normal,TICK
2,23.446,7.0,0.689,25.446,0.11,MOVING_DOWN,normal,TICK
2,22.746,7.0,0.689,24.746,0.11,MOVING_DOWN,normal,TICK
2,22.046,7.0,0.689,24.046,0.11,MOVING_DOWN,normal,TICK
2,21.346,7.0,0.689,23.346,0.11,MOVING_DOWN,normal,TICK
2,20.646,7.0,0.689,22.646,0.11,MOVING_DOWN,normal,TICK
2,19.946,7.0,0.689,21.946,0.11,MOVING_DOWN,normal,TICK
2,19.246,7.0,0.689,21.246,0.11,MOVING_DOWN,normal,TICK
2,18.546,7.0,0.689,20.546,0.11,MOVING_DOWN,normal,TICK
2,17.846,7.0,0.689,19.846,0.11,MOVING_DOWN,normal,TICK
2,17.146,7.0,0.689,19.146,0.11,MOVING_DOWN,normal,TICK
2,16.446,7.0,0.689,18.446,0.11,MOVING_DOWN,normal,TICK
2,15.746,7.0,0.689,17.746,0.11,MOVING_DOWN,normal,TICK
2,15.046,7.0,0.689,17.046,0.11,MOVING_DOWN,normal,TICK
2,15.046,0.0,0.1,17.046,0.11,STOPPED,normal,NORMAL_STOP
2,43.683,0.25,0.764,45.683,0.327,MOVING_DOWN,normal,TICK
2,43.633,0.5,0.764,45.633,0.327,MOVING_DOWN,normal,TICK
2,43.558,0.75,0.764,45.558,0.327,MOVING_DOWN,normal,TICK
2,43.458,1.0,0.764,45.458,0.327,MOVING_DOWN,normal,TICK
2,43.333,1.25,0.764,45.333,0.327,MOVING_DOWN,normal,TICK
2,43.183,1.5,0.764,45.183,0.327,MOVING_DOWN,normal,TICK
2,43.008,1.75,0.764,45.008,0.327,MOVING_DOWN,normal,TICK
2,42.808,2.0,0.764,44.808,0.327,MOVING_DOWN,normal,TICK
2,42.583,2.25,0.764,44.583,0.327,MOVING_DOWN,normal,TICK
2,42.333,2.5,0.764,44.333,0.327,MOVING_DOWN,normal,TICK
2,42.058,2.75,0.764,44.058,0.327,MOVING_DOWN,normal,TICK
2,41.758,3.0,0.764,43.758,0.327,MOVING_DOWN,normal,TICK
2,41.433,3.25,0.764,43.433,0.327,MOVING_DOWN,normal,TICK
2,41.083,3.5,0.764,43.083,0.327,MOVING_DOWN,normal,TICK
2,40.708,3.75,0.764,42.708,0.327,MOVING_DOWN,normal,TICK
2,40.308,4.0,0.764,42.308,0.327,MOVING_DOWN,normal,TICK
2,39.883,4.25,0.764,41.883,0.327,MOVING_DOWN,normal,TICK
2,39.433,4.5,0.764,41.433,0.327,MOVING_DOWN,normal,TICK
2,38.958,4.75,0.764,40.958,0.327,MOVING_DOWN,normal,TICK
2,38.458,5.0,0.764,40.458,0.327,MOVING_DOWN,normal,TICK
2,37.933,5.25,0.764,39.933,0.327,MOVING_DOWN,normal,TICK
2,37.383,5.5,0.764,39.383,0.327,MOVING_DOWN,normal,TICK
2,36.808,5.75,0.764,38.808,0.327,MOVING_DOWN,normal,TICK
2,36.208,6.0,0.764,38.208,0.327,MOVING_DOWN,normal,TICK
2,35.583,6.25,0.764,37.583,0.327,MOVING_DOWN,normal,TICK
2,34.933,6.5,0.764,36.933,0.327,MOVING_DOWN,normal,TICK
2,34.258,6.75,0.764,36.258,0.327,MOVING_DOWN,normal,TICK
2,33.558,7.0,0.764,35.558,0.327,MOVING_DOWN,normal,TICK
2,32.858,7.0,0.764,34.858,0.327,MOVING_DOWN,normal,TICK
2,32.158,7.0,0.764,34.158,0.327,MOVING_DOWN,normal,TICK
2,31.458,7.0,0.764,33.458,0.327,MOVING_DOWN,normal,TICK
2,30.758,7.0,0.764,32.758,0.327,MOVING_DOWN,normal,TICK
2,30.058,7.0,0.764,32.058,0.327,MOVING_DOWN,normal,TICK
2,29.358,7.0,0.764,31.358,0.327,MOVING_DOWN,normal,TICK
2,28.658,7.0,0.764,30.658,0.327,MOVING_DOWN,normal,TICK
2,27.958,7.0,0.764,29.958,0.327,MOVING_DOWN,normal,TICK
2,27.258,7.0,0.764,29.258,0.327,MOVING_DOWN,normal,TICK
2,26.558,7.0,0.764,28.558,0.327,MOVING_DOWN,normal,TICK
2,25.858,7.0,0.764,27.858,0.327,MOVING_DOWN,normal,TICK
2,25.158,7.0,0.764,27.158,0.327,MOVING_DOWN,normal,TICK
2,24.458,7.0,0.764,26.458,0.327,MOVING_DOWN,normal,TICK
2,24.458,0.0,0.1,26.458,0.327,STOPPED,normal,NORMAL_STOP
3,29.178,0.25,0.7,31.178,0.144,MOVING_DOWN,normal,TICK
3,29.128,0.5,0.7,31.128,0.144,MOVING_DOWN,normal,TICK
3,29.053,0.75,0.7,31.053,0.144,MOVING_DOWN,normal,TICK
3,28.953,1.0,0.7,30.953,0.144,MOVING_DOWN,normal,TICK
3,28.828,1.25,0.7,30.828,0.144,MOVING_DOWN,normal,TICK
3,28.678,1.5,0.7,30.678,0.144,MOVING_DOWN,normal,TICK
3,28.503,1.75,0.7,30.503,0.144,MOVING_DOWN,normal,TICK
3,28.303,2.0,0.7,30.303,0.144,MOVING_DOWN,normal,TICK
3,28.078,2.25,0.7,30.078,0.144,MOVING_DOWN,normal,TICK
3,27.828,2.5,0.7,29.828,0.144,MOVING_DOWN,normal,TICK
3,27.553,2.75,0.7,29.553,0.144,MOVING_DOWN,normal,TICK
3,27.253,3.0,0.7,29.253,0.144,MOVING_DOWN,normal,TICK
3,26.928,3.25,0.7,28.928,0.144,MOVING_DOWN,normal,TICK
3,26.578,3.5,0.7,28.578,0.144,MOVING_DOWN,normal,TICK
3,26.203,3.75,0.7,28.203,0.144,MOVING_DOWN,normal,TICK
3,25.803,4.0,0.7,27.803,0.144,MOVING_DOWN,normal,TICK
3,25.378,4.25,0.7,27.378,0.144,MOVING_DOWN,normal,TICK
3,24.928,4.5,0.7,26.928,0.144,MOVING_DOWN,normal,TICK
3,24.453,4.75,0.7,26.453,0.144,MOVING_DOWN,normal,TICK
3,23.953,5.0,0.7,25.953,0.144,MOVING_DOWN,normal,TICK
3,23.428,5.25,0.7,25.428,0.144,MOVING_DOWN,normal,TICK
3,22.878,5.5,0.7,24.878,0.144,MOVING_DOWN,normal,TICK
3,22.303,5.75,0.7,24.303,0.144,MOVING_DOWN,normal,TICK
3,21.703,6.0,0.7,23.703,0.144,MOVING_DOWN,normal,TICK
3,21.078,6.25,0.7,23.078,0.144,MOVING_DOWN,normal,TICK
3,20.428,6.5,0.7,22.428,0.144,MOVING_DOWN,normal,TICK
3,19.753,6.75,0.7,21.753,0.144,MOVING_DOWN,normal,TICK
3,19.053,7.0,0.7,21.053,0.144,MOVING_DOWN,normal,TICK
3,19.053,0.0,0.1,21.053,0.144,STOPPED,normal,NORMAL_STOP
3,29.46,0.25,0.79,31.46,0.401,MOVING_DOWN,normal,TICK
3,29.41,0.5,0.79,31.41,0.401,MOVING_DOWN,normal,TICK
3,29.335,0.75,0.79,31.335,0.401,MOVING_DOWN,normal,TICK
3,29.235,1.0,0.79,31.235,0.401,MOVING_DOWN,normal,TICK
3,29.11,1.25,0.79,31.11,0.401,MOVING_DOWN,normal,TICK
3,28.96,1.5,0.79,30.96,0.401,MOVING_DOWN,normal,TICK
3,28.785,1.75,0.79,30.785,0.401,MOVING_DOWN,normal,TICK
3,28.585,2.0,0.79,30.585,0.401,MOVING_DOWN,normal,TICK
3,28.36,2.25,0.79,30.36,0.401,MOVING_DOWN,normal,TICK
3,28.11,2.5,0.79,30.11,0.401,MOVING_DOWN,normal,TICK
3,27.835,2.75,0.79,29.835,0.401,MOVING_DOWN,normal,TICK
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOP
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOPPED
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOPPED
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOPPED
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOPPED
3,27.835,0.0,0.1,29.835,0.401,STOPPED,manual_stop,MANUAL_STOPPED
2,34.996,0.25,0.733,36.996,0.238,MOVING_DOWN,normal,TICK
2,34.946,0.5,0.733,36.946,0.238,MOVING_DOWN,normal,TICK
2,34.871,0.75,0.733,36.871,0.238,MOVING_DOWN,normal,TICK
2,34.771,1.0,0.733,36.771,0.238,MOVING_DOWN,normal,TICK
2,34.646,1.25,0.733,36.646,0.238,MOVING_DOWN,normal,TICK
2,34.496,1.5,0.733,36.496,0.238,MOVING_DOWN,normal,TICK
2,34.321,1.75,0.733,36.321,0.238,MOVING_DOWN,normal,TICK
2,34.121,2.0,0.733,36.121,0.238,MOVING_DOWN,normal,TICK
2,33.896,2.25,0.733,35.896,0.238,MOVING_DOWN,normal,TICK
2,33.646,2.5,0.733,35.646,0.238,MOVING_DOWN,normal,TICK
2,33.371,2.75,0.733,35.371,0.238,MOVING_DOWN,normal,TICK
2,33.071,3.0,0.733,35.071,0.238,MOVING_DOWN,normal,TICK
2,32.746,3.25,0.733,34.746,0.238,MOVING_DOWN,normal,TICK
2,32.396,3.5,0.733,34.396,0.238,MOVING_DOWN,normal,TICK
2,32.021,3.75,0.733,34.021,0.238,MOVING_DOWN,normal,TICK
2,31.621,4.0,0.733,33.621,0.238,MOVING_DOWN,normal,TICK
2,31.196,4.25,0.733,33.196,0.238,MOVING_DOWN,normal,TICK
2,30.746,4.5,0.733,32.746,0.238,MOVING_DOWN,normal,TICK
2,30.271,4.75,0.733,32.271,0.238,MOVING_DOWN,normal,TICK
2,29.771,5.0,0.733,31.771,0.238,MOVING_DOWN,normal,TICK
2,29.771,5.0,0.733,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
2,29.771,4.2,1.233,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,3.4,1.733,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,2.6,2.233,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,1.8,2.733,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,1.0,3.2,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,0.2,3.2,0.5,0.238,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,29.771,0.0,3.2,0.5,0.238,FAULT,obstruction,OBSTRUCTION_RESPONSE
2,29.771,0.0,2.7,0.5,0.238,FAULT,obstruction,OBSTRUCTION_FAULT
2,29.771,0.0,2.2,0.5,0.238,FAULT,obstruction,OBSTRUCTION_FAULT
2,29.771,0.0,1.7,0.5,0.238,FAULT,obstruction,OBSTRUCTION_FAULT
2,29.771,0.0,1.2,0.5,0.238,FAULT,obstruction,OBSTRUCTION_FAULT
2,29.771,0.0,0.7,0.5,0.238,FAULT,obstruction,OBSTRUCTION_FAULT
2,43.379,0.25,0.684,45.379,0.096,MOVING_DOWN,normal,TICK
2,43.329,0.5,0.684,45.329,0.096,MOVING_DOWN,normal,TICK
2,43.254,0.75,0.684,45.254,0.096,MOVING_DOWN,normal,TICK
2,43.154,1.0,0.684,45.154,0.096,MOVING_DOWN,normal,TICK
2,43.029,1.25,0.684,45.029,0.096,MOVING_DOWN,normal,TICK
2,42.879,1.5,0.684,44.879,0.096,MOVING_DOWN,normal,TICK
2,42.704,1.75,0.684,44.704,0.096,MOVING_DOWN,normal,TICK
2,42.504,2.0,0.684,44.504,0.096,MOVING_DOWN,normal,TICK
2,42.279,2.25,0.684,44.279,0.096,MOVING_DOWN,normal,TICK
2,42.029,2.5,0.684,44.029,0.096,MOVING_DOWN,normal,TICK
2,41.754,2.75,0.684,43.754,0.096,MOVING_DOWN,normal,TICK
2,41.454,3.0,0.684,43.454,0.096,MOVING_DOWN,normal,TICK
2,41.129,3.25,0.684,43.129,0.096,MOVING_DOWN,normal,TICK
2,40.779,3.5,0.684,42.779,0.096,MOVING_DOWN,normal,TICK
2,40.404,3.75,0.684,42.404,0.096,MOVING_DOWN,normal,TICK
2,40.004,4.0,0.684,42.004,0.096,MOVING_DOWN,normal,TICK
2,39.579,4.25,0.684,41.579,0.096,MOVING_DOWN,normal,TICK
2,39.129,4.5,0.684,41.129,0.096,MOVING_DOWN,normal,TICK
2,38.654,4.75,0.684,40.654,0.096,MOVING_DOWN,normal,TICK
2,38.154,5.0,0.684,40.154,0.096,MOVING_DOWN,normal,TICK
2,37.629,5.25,0.684,39.629,0.096,MOVING_DOWN,normal,TICK
2,37.079,5.5,0.684,39.079,0.096,MOVING_DOWN,normal,TICK
2,36.504,5.75,0.684,38.504,0.096,MOVING_DOWN,normal,TICK
2,35.904,6.0,0.684,37.904,0.096,MOVING_DOWN,normal,TICK
2,35.279,6.25,0.684,37.279,0.096,MOVING_DOWN,normal,TICK
2,34.629,6.5,0.684,36.629,0.096,MOVING_DOWN,normal,TICK
2,33.954,6.75,0.684,35.954,0.096,MOVING_DOWN,normal,TICK
2,33.254,7.0,0.684,35.254,0.096,MOVING_DOWN,normal,TICK
2,32.554,7.0,0.684,34.554,0.096,MOVING_DOWN,normal,TICK
2,31.854,7.0,0.684,33.854,0.096,MOVING_DOWN,normal,TICK
2,31.154,7.0,0.684,33.154,0.096,MOVING_DOWN,normal,TICK
2,30.454,7.0,0.684,32.454,0.096,MOVING_DOWN,normal,TICK
2,29.754,7.0,0.684,31.754,0.096,MOVING_DOWN,normal,TICK
2,29.054,7.0,0.684,31.054,0.096,MOVING_DOWN,normal,TICK
2,28.354,7.0,0.684,30.354,0.096,MOVING_DOWN,normal,TICK
2,27.654,7.0,0.684,29.654,0.096,MOVING_DOWN,normal,TICK
